C:\FYP\Testing data\IMG\center_2023_03_23_09_28_01_828.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_01_828.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_01_828.jpg,-0.5000001,1,0,11.47816
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_01_896.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_01_896.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_01_896.jpg,0,1,0,12.29703
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_01_962.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_01_962.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_01_962.jpg,0,1,0,12.85512
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_02_033.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_02_033.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_02_033.jpg,0,1,0,13.7297
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_02_103.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_02_103.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_02_103.jpg,0,1,0,14.34066
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_02_174.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_02_174.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_02_174.jpg,-0.15,1,0,15.13078
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_02_245.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_02_245.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_02_245.jpg,-0.3,1,0,15.87214
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_02_314.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_02_314.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_02_314.jpg,-0.5000001,1,0,16.64148
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_02_381.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_02_381.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_02_381.jpg,0,1,0,17.12011
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_02_452.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_02_452.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_02_452.jpg,0,1,0,17.91547
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_02_522.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_02_522.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_02_522.jpg,-0.1,1,0,18.6867
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_02_594.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_02_594.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_02_594.jpg,-0.3,1,0,19.46464
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_02_662.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_02_662.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_02_662.jpg,-0.45,1,0,19.89044
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_02_730.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_02_730.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_02_730.jpg,-0.6500001,1,0,20.56761
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_02_801.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_02_801.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_02_801.jpg,-0.8000001,1,0,21.0957
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_02_871.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_02_871.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_02_871.jpg,-1,1,0,21.61844
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_02_938.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_02_938.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_02_938.jpg,-1,1,0,22.00552
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_03_008.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_03_008.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_03_008.jpg,0,1,0,22.66525
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_03_077.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_03_077.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_03_077.jpg,0,1,0,23.16265
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_03_147.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_03_147.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_03_147.jpg,0,1,0,23.89647
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_03_218.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_03_218.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_03_218.jpg,0,1,0,24.47444
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_03_287.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_03_287.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_03_287.jpg,0,1,0,25.24142
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_03_357.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_03_357.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_03_357.jpg,-0.1,1,0,25.81341
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_03_428.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_03_428.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_03_428.jpg,-0.3,1,0,26.5334
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_03_497.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_03_497.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_03_497.jpg,0,1,0,27.07107
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_03_566.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_03_566.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_03_566.jpg,0,1,0,27.62971
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_03_636.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_03_636.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_03_636.jpg,0,1,0,28.37382
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_03_704.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_03_704.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_03_704.jpg,0,1,0,28.92851
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_03_773.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_03_773.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_03_773.jpg,-0.2,1,0,29.64733
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_03_842.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_03_842.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_03_842.jpg,-0.35,1,0,30.13714
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_03_913.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_03_913.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_03_913.jpg,-0.5500001,1,0,30.14044
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_03_982.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_03_982.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_03_982.jpg,0,1,0,30.18042
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_04_053.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_04_053.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_04_053.jpg,0,1,0,30.1889
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_04_122.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_04_122.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_04_122.jpg,0,1,0,30.19008
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_04_190.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_04_190.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_04_190.jpg,-0.05,1,0,30.19014
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_04_260.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_04_260.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_04_260.jpg,-0.2,1,0,30.18216
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_04_328.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_04_328.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_04_328.jpg,-0.4,1,0,30.1591
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_04_398.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_04_398.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_04_398.jpg,-0.5500001,1,0,30.14033
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_04_469.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_04_469.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_04_469.jpg,0,1,0,30.18668
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_04_536.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_04_536.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_04_536.jpg,0,1,0,30.18929
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_04_608.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_04_608.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_04_608.jpg,-0.1,1,0,30.18994
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_04_676.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_04_676.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_04_676.jpg,-0.25,1,0,30.17836
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_04_743.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_04_743.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_04_743.jpg,-0.4,1,0,30.16048
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_04_811.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_04_811.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_04_811.jpg,0,1,0,30.18686
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_04_880.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_04_880.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_04_880.jpg,0,1,0,30.18944
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_04_947.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_04_947.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_04_947.jpg,0,1,0,30.19015
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_05_014.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_05_014.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_05_014.jpg,-0.15,1,0,30.18626
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_05_083.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_05_083.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_05_083.jpg,-0.3,1,0,30.17153
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_05_151.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_05_151.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_05_151.jpg,-0.5000001,1,0,30.14693
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_05_219.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_05_219.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_05_219.jpg,0,1,0,30.18553
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_05_285.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_05_285.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_05_285.jpg,0,1,0,30.1891
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_05_353.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_05_353.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_05_353.jpg,0,1,0,30.1901
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_05_421.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_05_421.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_05_421.jpg,-0.1,1,0,30.1891
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_05_488.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_05_488.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_05_488.jpg,0,1,0,30.19055
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_05_558.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_05_558.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_05_558.jpg,0,1,0,30.1902
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_05_625.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_05_625.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_05_625.jpg,0,1,0,30.18997
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_05_695.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_05_695.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_05_695.jpg,0,1,0,30.1903
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_05_765.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_05_765.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_05_765.jpg,0,1,0,30.1903
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_05_834.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_05_834.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_05_834.jpg,-0.15,1,0,30.18429
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_05_903.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_05_903.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_05_903.jpg,0,1,0,30.18617
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_05_971.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_05_971.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_05_971.jpg,0,1,0,30.19
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_06_040.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_06_040.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_06_040.jpg,0,1,0,30.19033
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_06_108.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_06_108.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_06_108.jpg,-0.1,1,0,30.18834
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_06_177.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_06_177.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_06_177.jpg,-0.25,1,0,30.17575
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_06_246.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_06_246.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_06_246.jpg,0,1,0,30.19049
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_06_316.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_06_316.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_06_316.jpg,0,1,0,30.19011
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_06_386.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_06_386.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_06_386.jpg,0,1,0,30.1902
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_06_457.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_06_457.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_06_457.jpg,0,1,0,30.1903
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_06_526.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_06_526.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_06_526.jpg,0,1,0,30.1903
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_06_596.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_06_596.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_06_596.jpg,0,1,0,30.19031
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_06_663.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_06_663.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_06_663.jpg,0,1,0,30.19031
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_06_733.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_06_733.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_06_733.jpg,0,1,0,30.19029
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_06_802.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_06_802.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_06_802.jpg,0,1,0,30.19034
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_06_872.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_06_872.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_06_872.jpg,0,1,0,30.19031
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_06_941.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_06_941.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_06_941.jpg,0,1,0,30.19032
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_07_011.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_07_011.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_07_011.jpg,0,1,0,30.19031
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_07_080.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_07_080.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_07_080.jpg,0,1,0,30.1903
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_07_149.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_07_149.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_07_149.jpg,0,1,0,30.19029
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_07_217.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_07_217.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_07_217.jpg,0,1,0,30.18929
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_07_285.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_07_285.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_07_285.jpg,0,1,0,30.19027
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_07_353.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_07_353.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_07_353.jpg,0,1,0,30.1903
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_07_421.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_07_421.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_07_421.jpg,0,1,0,30.19029
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_07_490.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_07_490.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_07_490.jpg,0,1,0,30.19027
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_07_557.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_07_557.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_07_557.jpg,0,1,0,30.19033
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_07_626.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_07_626.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_07_626.jpg,0,1,0,30.19028
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_07_695.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_07_695.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_07_695.jpg,0,1,0,30.19028
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_07_762.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_07_762.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_07_762.jpg,0,1,0,30.1903
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_07_831.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_07_831.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_07_831.jpg,0,1,0,30.18834
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_07_900.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_07_900.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_07_900.jpg,0,1,0,30.19034
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_07_968.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_07_968.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_07_968.jpg,0,1,0,30.19027
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_08_035.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_08_035.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_08_035.jpg,0,1,0,30.19029
C:\FYP\Testing data\IMG\center_2023_03_23_09_28_08_105.jpg,C:\FYP\Testing data\IMG\left_2023_03_23_09_28_08_105.jpg,C:\FYP\Testing data\IMG\right_2023_03_23_09_28_08_105.jpg,0,1,0,30.19027
